"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","assigned_condition","age","gender","rest","success","timeout","failed_images","failed_audio","failed_video","browser_interaction","rt","stimulus","response","task_part","environment","score","rewardMap","correct","fullState","isCatch","audioStim","slider_start","answer","error","numberMissed","duration","trial_num","condition","order","bonus"
"revaluation","173","992380","0.0-4.0-2.0-0.13","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[583,443]","./assets/img/canyon/memory/9.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","26","revaluation","1",""
"html-keyboard-response","174","992900","0.0-4.0-2.0-1.13","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","27","","",""
"revaluation","175","998940","0.0-4.0-2.0-0.14","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[662,520]","./assets/img/canyon/memory/2.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","28","revaluation","1",""
"html-keyboard-response","176","999459","0.0-4.0-2.0-1.14","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","29","","",""
"revaluation","177","1005500","0.0-4.0-2.0-0.15","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[794,493]","./assets/img/canyon/memory/7.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","30","revaluation","1",""
"html-keyboard-response","178","1006019","0.0-4.0-2.0-1.15","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","31","","",""
"revaluation","179","1012060","0.0-4.0-2.0-0.16","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[927,497]","./assets/img/canyon/memory/1.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","32","revaluation","1",""
"html-keyboard-response","180","1012579","0.0-4.0-2.0-1.16","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","33","","",""
"revaluation","181","1018620","0.0-4.0-2.0-0.17","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[820,478]","./assets/img/canyon/memory/3.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","34","revaluation","1",""
"html-keyboard-response","182","1019139","0.0-4.0-2.0-1.17","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","35","","",""
"revaluation","183","1025180","0.0-4.0-2.0-0.18","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[681,439]","./assets/img/canyon/memory/5.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","36","revaluation","1",""
"html-keyboard-response","184","1025699","0.0-4.0-2.0-1.18","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","37","","",""
"revaluation","185","1031759","0.0-4.0-2.0-0.19","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[674,724]","./assets/img/canyon/memory/28.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","38","revaluation","1",""
"html-keyboard-response","186","1032279","0.0-4.0-2.0-1.19","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","39","","",""
"revaluation","187","1038319","0.0-4.0-2.0-0.20","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[867,347]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","40","revaluation","1",""
"html-keyboard-response","188","1038839","0.0-4.0-2.0-1.20","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","41","","",""
"revaluation","189","1044880","0.0-4.0-2.0-0.21","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[677,455]","./assets/img/canyon/memory/18.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","42","revaluation","1",""
"html-keyboard-response","190","1045399","0.0-4.0-2.0-1.21","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","43","","",""
"revaluation","191","1051439","0.0-4.0-2.0-0.22","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[939,394]","./assets/img/canyon/memory/10.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","44","revaluation","1",""
"html-keyboard-response","192","1051959","0.0-4.0-2.0-1.22","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","45","","",""
"revaluation","193","1056019","0.0-4.0-2.0-0.23","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[698]","./assets/img/canyon/catch/0.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","46","revaluation","1",""
"html-keyboard-response","194","1056539","0.0-4.0-2.0-1.23","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","47","","",""
"revaluation","195","1062599","0.0-4.0-2.0-0.24","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[727,353]","./assets/img/canyon/memory/17.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","48","revaluation","1",""
"html-keyboard-response","196","1063119","0.0-4.0-2.0-1.24","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","49","","",""
"revaluation","197","1069139","0.0-4.0-2.0-0.25","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[984,354]","./assets/img/canyon/memory/23.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","50","revaluation","1",""
"html-keyboard-response","198","1069659","0.0-4.0-2.0-1.25","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","51","","",""
"revaluation","199","1075689","0.0-4.0-2.0-0.26","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[514,439]","./assets/img/canyon/memory/1.jpg","[""ArrowUp"",""ArrowRight""]","value training","canyon","10","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","false","ArrowUp,ArrowRight","false","","","","","","","52","revaluation","1",""
"html-keyboard-response","200","1076208","0.0-4.0-2.0-1.26","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","53","","",""
"revaluation","201","1082240","0.0-4.0-2.0-0.27","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[326,336]","./assets/img/canyon/memory/19.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","54","revaluation","1",""
"html-keyboard-response","202","1082758","0.0-4.0-2.0-1.27","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","55","","",""
"revaluation","203","1088809","0.0-4.0-2.0-0.28","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1192,445]","./assets/img/canyon/memory/0.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","56","revaluation","1",""
"html-keyboard-response","204","1089328","0.0-4.0-2.0-1.28","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","57","","",""
"revaluation","205","1095359","0.0-4.0-2.0-0.29","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[824,440]","./assets/img/canyon/memory/9.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","58","revaluation","1",""
"html-keyboard-response","206","1095876","0.0-4.0-2.0-1.29","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","59","","",""
"revaluation","207","1101918","0.0-4.0-2.0-0.30","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[735,479]","./assets/img/canyon/memory/16.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","60","revaluation","1",""
"html-keyboard-response","208","1102439","0.0-4.0-2.0-1.30","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","61","","",""
"revaluation","209","1108469","0.0-4.0-2.0-0.31","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[861,396]","./assets/img/canyon/memory/23.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","62","revaluation","1",""
"html-keyboard-response","210","1108985","0.0-4.0-2.0-1.31","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","63","","",""
"revaluation","211","1115019","0.0-4.0-2.0-0.32","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[627,311]","./assets/img/canyon/memory/6.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","64","revaluation","1",""
"html-keyboard-response","212","1115538","0.0-4.0-2.0-1.32","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","65","","",""
"revaluation","213","1121578","0.0-4.0-2.0-0.33","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[703,537]","./assets/img/canyon/memory/21.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","66","revaluation","1",""
"html-keyboard-response","214","1122098","0.0-4.0-2.0-1.33","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","67","","",""
"revaluation","215","1126118","0.0-4.0-2.0-0.34","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[897]","./assets/img/canyon/catch/4.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","68","revaluation","1",""
"html-keyboard-response","216","1126638","0.0-4.0-2.0-1.34","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","69","","",""
"revaluation","217","1132668","0.0-4.0-2.0-0.35","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[580,391]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","70","revaluation","1",""
"html-keyboard-response","218","1133188","0.0-4.0-2.0-1.35","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","71","","",""
"revaluation","219","1137208","0.0-4.0-2.0-0.36","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[820]","./assets/img/canyon/catch/2.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","72","revaluation","1",""
"html-keyboard-response","220","1137728","0.0-4.0-2.0-1.36","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","73","","",""
"revaluation","221","1143778","0.0-4.0-2.0-0.37","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[919,418]","./assets/img/canyon/memory/22.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","74","revaluation","1",""
"html-keyboard-response","222","1144298","0.0-4.0-2.0-1.37","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","75","","",""
"revaluation","223","1150318","0.0-4.0-2.0-0.38","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[914,380]","./assets/img/canyon/memory/4.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","76","revaluation","1",""
"html-keyboard-response","224","1150838","0.0-4.0-2.0-1.38","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","77","","",""
"revaluation","225","1156878","0.0-4.0-2.0-0.39","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[709,486]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","78","revaluation","1",""
"html-keyboard-response","226","1157398","0.0-4.0-2.0-1.39","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","79","","",""
"revaluation","227","1161678","0.0-4.0-2.0-0.40","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[671]","./assets/img/canyon/catch/1.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","80","revaluation","1",""
"html-keyboard-response","228","1162198","0.0-4.0-2.0-1.40","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","81","","",""
"revaluation","229","1166227","0.0-4.0-2.0-0.41","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[667]","./assets/img/canyon/catch/3.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","82","revaluation","1",""
"html-keyboard-response","230","1166747","0.0-4.0-2.0-1.41","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","83","","",""
"revaluation","231","1172768","0.0-4.0-2.0-0.42","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[713,543]","./assets/img/canyon/memory/7.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","84","revaluation","1",""
"html-keyboard-response","232","1173277","0.0-4.0-2.0-1.42","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","85","","",""
"revaluation","233","1179298","0.0-4.0-2.0-0.43","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[746,476]","./assets/img/canyon/memory/3.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","86","revaluation","1",""
"html-keyboard-response","234","1179817","0.0-4.0-2.0-1.43","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","87","","",""
"revaluation","235","1185858","0.0-4.0-2.0-0.44","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[925,460]","./assets/img/canyon/memory/19.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","88","revaluation","1",""
"html-keyboard-response","236","1186377","0.0-4.0-2.0-1.44","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","89","","",""
"revaluation","237","1192437","0.0-4.0-2.0-0.45","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[751,423]","./assets/img/canyon/memory/20.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","90","revaluation","1",""
"html-keyboard-response","238","1192957","0.0-4.0-2.0-1.45","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","91","","",""
"revaluation","239","1198998","0.0-4.0-2.0-0.46","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[687,315]","./assets/img/canyon/memory/26.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","92","revaluation","1",""
"html-keyboard-response","240","1199517","0.0-4.0-2.0-1.46","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","93","","",""
"revaluation","241","1205557","0.0-4.0-2.0-0.47","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[634,389]","./assets/img/canyon/memory/16.jpg","[""ArrowDown"",""ArrowRight""]","value training","canyon","30","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","ArrowDown,ArrowRight","false","","","","","","","94","revaluation","1",""
"html-keyboard-response","242","1206077","0.0-4.0-2.0-1.47","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","95","","",""
"revaluation","243","1210117","0.0-4.0-2.0-0.48","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[681]","./assets/img/canyon/catch/5.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","96","revaluation","1",""
"html-keyboard-response","244","1210637","0.0-4.0-2.0-1.48","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","97","","",""
"revaluation","245","1214657","0.0-4.0-2.0-0.49","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[583]","./assets/img/canyon/catch/7.jpg","[""spaceBar""]","value training","canyon","0","{""ArrowUp,ArrowLeft"":23,""ArrowUp,ArrowRight"":10,""ArrowDown,ArrowLeft"":8,""ArrowDown,ArrowRight"":30}","true","spaceBar","true","","","","","","","98","revaluation","1",""
"html-keyboard-response","246","1215176","0.0-4.0-2.0-1.49","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","99","","",""
"learning-instructions","247","1229858","0.0-4.0-3.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","1790","<p> Now, you will travel with a friend who will choose whether you go up or down first. </p>
            <p> On these turns, you will just see the animal that they found. You will still get to choose which chest to search for treasure.</p>","","instructions","","","","","","","","","","","","","","","",""
"learning-instructions","248","1242057","0.0-4.0-3.0-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","580","<p> In this part, you will also hear beeps from your friend and see special treasure chests that need a password. </p>
            <p> Do your best to count the high beeps <b>and</b> choose between each animals' chests at the same time.</p>
            <img src='./assets/img/instructions/beep_chest.jpg' class='instructions-image'>","","instructions","","","","","","","","","","","","","","","",""
"revaluation","249","1246097","0.0-4.0-4.0-0.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","false","","","","","[1837]","./assets/img/canyon/animals/giraffe.jpg","[""ArrowRight""]","revaluation","canyon","15","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowUp,ArrowRight","","6_3","","","","","","0","revaluation","1",""
"html-keyboard-response","250","1246616","0.0-4.0-4.0-1.0","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","","","","","","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","","","","",""
"revaluation","251","1250646","0.0-4.0-4.0-0.1","pilot_wm_v1","6692463a3773ef328cdde1f0","2","null","null","true","","true","","","","","[]","./assets/img/canyon/animals/giraffe.jpg","[]","revaluation","canyon","-5","{""ArrowUp,ArrowLeft"":27,""ArrowUp,ArrowRight"":15,""ArrowDown,ArrowLeft"":21,""ArrowDown,ArrowRight"":7}","false","ArrowUp","","7_4","","","","","","1","revaluation","1",""
